cliente_id,churn,cliente_idoso,cliente_tem_parceiro,cliente_tem_dependentes,meses_contrato,servico_telefonico,multiplas_linhas,assinatura_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_a_cabo,streaming_filmes,contrato,fatura_online,forma_pagamento,faturamento_mensal,faturamento_total,cliente_masculino,contas_diarias
1303-SRDOK,False,False,True,True,55,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Dois anos,True,Cartão de crédito,69.05,3842.6,False,2.3016666666666667
1304-BCCFO,False,False,True,False,9,True,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cheque,70.05,564.4,True,2.335
1304-NECVQ,True,True,False,False,2,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,78.55,149.55,False,2.618333333333333
1304-SEGFY,False,False,True,False,72,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Sim,Sim,Dois anos,True,Cheque eletrônico,97.85,6841.3,False,3.2616666666666663
1306-RPWXZ,False,False,False,True,49,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cartão de crédito,20.45,1024.65,False,0.6816666666666666
1307-ATKGB,False,False,False,False,24,True,Não,Fibra Ótica,Não,Sim,Sim,Não,Não,Sim,Mensal,True,Cheque eletrônico,89.55,2187.15,True,2.985
1307-TVUFB,False,True,False,False,42,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Transferência bancária,79.35,3344.1,True,2.645
1309-BXVOQ,True,False,True,False,21,True,Sim,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,106.1,2249.95,True,3.5366666666666666
1309-XGFSN,False,True,True,True,52,True,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,True,Cheque eletrônico,80.85,4079.55,True,2.695
1310-QRITU,False,False,False,False,18,True,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,50.3,913.3,False,1.6766666666666665
1319-YLZJG,False,False,True,False,12,True,Não,Fibra Ótica,Sim,Sim,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,84.6,959.9,True,2.82
1320-GVNHT,False,False,True,True,72,True,Sim,Fibra Ótica,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,True,Cartão de crédito,108.4,7767.25,True,3.6133333333333337
1320-HTRDR,True,False,False,False,3,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,75.5,220.6,False,2.5166666666666666
1320-REHCS,False,True,False,False,52,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,110.75,5832.0,True,3.691666666666667
1322-AGOQM,True,False,False,False,46,False,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Não,Não,Mensal,False,Transferência bancária,30.3,1380.1,True,1.01
1323-OOEPC,True,False,True,False,53,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,True,Cartão de crédito,98.4,5149.5,False,3.2800000000000002
1324-NLTJE,True,True,False,False,15,True,Sim,DSL,Não,Não,Não,Sim,Não,Não,Mensal,False,Cartão de crédito,55.0,757.1,False,1.8333333333333333
1325-USMEC,False,False,True,False,70,True,Sim,Fibra Ótica,Sim,Sim,Sim,Não,Sim,Não,Dois anos,True,Cartão de crédito,99.35,6944.5,True,3.3116666666666665
1328-EUZHC,False,False,True,False,18,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,20.1,370.5,False,0.67
1329-VHWNP,False,False,False,False,7,False,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Transferência bancária,25.05,189.95,False,0.8350000000000001
1333-PBMXB,False,False,True,True,54,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,True,Transferência bancária,24.75,1342.15,False,0.825
1334-FJSVR,True,False,False,False,1,False,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,24.25,24.25,True,0.8083333333333333
1334-PDUKM,False,False,True,False,68,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Não,Não,Anual,False,Cartão de crédito,86.45,5762.95,False,2.881666666666667
1335-HQMKX,False,False,True,False,72,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Anual,True,Cheque eletrônico,101.35,7323.15,False,3.378333333333333
1335-MXCSE,False,False,True,True,55,True,Não,DSL,Não,Não,Sim,Sim,Não,Não,Dois anos,True,Cartão de crédito,55.25,3119.9,True,1.8416666666666666
1335-NTIUC,False,False,False,False,9,False,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,24.95,190.25,True,0.8316666666666667
1336-EZFZY,False,False,False,False,4,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,20.05,83.3,False,0.6683333333333333
1337-BOZWO,False,False,True,True,18,False,Sem serviço telefónico,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,False,Cartão de crédito,46.4,812.4,True,1.5466666666666666
1338-CECEE,False,False,True,True,41,True,Sim,DSL,Não,Sim,Sim,Não,Sim,Não,Anual,False,Transferência bancária,68.5,2839.95,True,2.283333333333333
1342-JPNKI,True,False,False,False,10,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Mensal,True,Transferência bancária,86.05,834.1,True,2.868333333333333
1343-EHPYB,True,False,True,False,63,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,103.4,6603.0,True,3.4466666666666668
1345-GKDZZ,False,False,False,True,6,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,19.55,128.6,True,0.6516666666666667
1345-ZUKID,False,False,False,False,14,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,19.35,324.8,True,0.645
1346-PJWTK,False,False,True,False,61,True,Não,Fibra Ótica,Não,Sim,Sim,Sim,Não,Sim,Mensal,False,Cartão de crédito,94.15,5731.85,True,3.1383333333333336
1346-UFHAX,False,False,False,False,13,True,Sim,Fibra Ótica,Sim,Não,Não,Não,Não,Não,Mensal,True,Cartão de crédito,80.0,1029.35,False,2.6666666666666665
1347-KTTTA,False,False,True,False,64,True,Não,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Anual,True,Cartão de crédito,102.45,6654.1,True,3.415
1349-WXNGG,True,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Transferência bancária,20.05,20.05,True,0.6683333333333333
1352-HNSAW,False,False,True,True,72,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Transferência bancária,115.6,8220.4,False,3.853333333333333
1352-VHKAJ,False,False,True,True,27,True,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,False,Transferência bancária,71.6,1957.1,True,2.3866666666666663
1353-GHZOS,False,False,True,False,22,True,Não,DSL,Sim,Não,Não,Não,Sim,Não,Anual,True,Transferência bancária,59.75,1374.35,True,1.9916666666666667
1353-LJWEM,False,False,False,False,11,True,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,True,Cheque eletrônico,60.9,688.5,True,2.03
1354-YZFNB,False,False,True,True,4,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cartão de crédito,19.55,68.8,True,0.6516666666666667
1355-KUSBG,False,False,True,True,7,True,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,48.8,349.8,False,1.6266666666666665
1356-MKYSK,False,False,False,False,6,True,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,False,Cartão de crédito,78.65,483.3,True,2.621666666666667
1357-BIJKI,False,False,True,False,50,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Anual,True,Cheque eletrônico,98.25,4858.7,True,3.275
1357-MVDOZ,False,False,True,True,11,True,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,True,Transferência bancária,59.65,683.25,True,1.9883333333333333
1360-JYXKQ,False,True,True,False,54,True,Não,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Anual,True,Cheque eletrônico,99.1,5437.1,False,3.3033333333333332
1360-RCYRT,False,False,True,True,23,False,Sem serviço telefónico,DSL,Não,Não,Não,Sim,Não,Não,Mensal,True,Transferência bancária,30.35,678.75,True,1.0116666666666667
1360-XFJMR,False,False,True,False,67,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Anual,True,Cartão de crédito,109.7,7344.45,False,3.6566666666666667
1363-TXLSL,True,True,True,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,70.3,70.3,True,2.3433333333333333
1370-GGAWX,False,False,False,False,46,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Não,Sim,Anual,True,Cheque eletrônico,94.15,4408.45,False,3.1383333333333336
1371-OJCEK,False,False,False,False,48,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Transferência bancária,24.35,1133.7,False,0.8116666666666668
1371-WEPDS,False,True,True,False,40,True,Não,DSL,Não,Não,Não,Não,Não,Sim,Anual,False,Cheque eletrônico,55.8,2283.3,True,1.8599999999999999
1373-ORVIZ,True,False,True,True,11,True,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,True,Cheque eletrônico,66.35,740.8,False,2.2116666666666664
1374-DMZUI,True,True,False,False,4,True,Sim,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,94.3,424.45,False,3.143333333333333
1376-HHBDV,False,False,False,False,30,True,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,True,Cheque,48.8,1536.75,False,1.6266666666666665
1379-FRVEB,False,False,False,True,15,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,91.0,1430.05,True,3.033333333333333
1383-EZRWL,True,False,False,False,7,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,20.05,164.85,False,0.6683333333333333
1384-RCUXW,False,False,False,False,16,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Cheque,80.55,1248.9,True,2.685
1385-TQOZW,False,False,False,False,9,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cartão de crédito,20.45,147.55,False,0.6816666666666666
1386-ZIKUV,False,False,False,False,7,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,18.95,130.55,True,0.6316666666666666
1389-CXMLU,True,True,False,False,3,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Sim,Não,Mensal,False,Cheque eletrônico,91.05,289.1,True,3.0349999999999997
1389-WNUIB,False,False,True,True,20,True,Sim,DSL,Sim,Não,Não,Não,Sim,Sim,Anual,False,Transferência bancária,76.0,1588.75,False,2.533333333333333
1391-UBDAR,False,False,False,False,11,True,Não,Fibra Ótica,Não,Não,Sim,Não,Não,Não,Mensal,False,Cheque eletrônico,72.9,818.45,True,2.43
1393-IMKZG,False,False,False,False,1,True,Não,Fibra Ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,95.85,95.85,False,3.195
1394-SUIUH,False,True,True,False,44,True,Não,Fibra Ótica,Sim,Sim,Não,Sim,Não,Não,Mensal,True,Cheque eletrônico,85.15,3670.5,False,2.8383333333333334
1395-OFUWC,False,False,True,True,43,False,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Não,Não,Mensal,False,Cartão de crédito,29.3,1224.05,True,0.9766666666666667
1395-WSWXR,False,False,False,False,24,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,20.75,487.05,True,0.6916666666666667
1396-QWFBJ,True,False,True,True,21,True,Não,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Transferência bancária,74.05,1565.7,False,2.4683333333333333
1397-XKKWR,False,False,False,False,7,False,Sem serviço telefónico,DSL,Sim,Não,Sim,Não,Não,Não,Anual,False,Cheque,35.3,264.8,True,1.1766666666666665
1399-OUPJN,False,False,True,True,57,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Transferência bancária,19.75,1272.05,False,0.6583333333333333
1399-UBQIU,False,False,False,False,11,True,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,69.35,712.25,True,2.3116666666666665
1400-MMYXY,True,True,True,False,3,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,105.9,334.65,True,3.5300000000000002
1400-WIVLL,False,False,True,False,57,True,Sim,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,False,Cheque eletrônico,107.95,5969.85,True,3.5983333333333336
1401-FTHFQ,False,False,True,True,23,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,True,Cartão de crédito,20.0,445.3,True,0.6666666666666666
1402-PTHGN,False,False,True,True,18,True,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,True,Cheque,61.5,1087.45,False,2.05
1403-GYAFU,False,False,True,True,70,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cartão de crédito,20.05,1360.25,True,0.6683333333333333
1403-LKLIK,False,False,True,True,33,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,20.1,579.4,False,0.67
1406-PUQVY,False,False,False,True,1,True,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,49.9,49.9,True,1.6633333333333333
1407-DIGZV,False,False,True,True,3,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,19.1,52.0,False,0.6366666666666667
1409-PHXTF,False,True,True,False,54,True,Sim,Fibra Ótica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Cheque eletrônico,110.45,6077.75,True,3.6816666666666666
1410-RSCMR,False,False,True,True,7,True,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,True,Cartão de crédito,71.35,515.75,True,2.378333333333333
1414-YADCW,False,False,True,False,70,True,Não,Fibra Ótica,Sim,Sim,Não,Sim,Não,Não,Dois anos,False,Transferência bancária,84.6,5706.2,True,2.82
1415-YFWLT,True,True,False,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,89.3,89.3,False,2.9766666666666666
1421-HCERK,False,True,True,False,30,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Não,Mensal,True,Transferência bancária,105.7,3181.8,True,3.5233333333333334
1422-DGUBX,False,False,True,False,32,True,Sim,Fibra Ótica,Não,Não,Não,Sim,Não,Não,Anual,True,Cheque eletrônico,79.25,2619.15,True,2.6416666666666666
1423-BMPBQ,False,False,True,True,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,19.0,19.0,False,0.6333333333333333
1427-VERSM,False,False,True,False,56,True,Não,Fibra Ótica,Não,Não,Sim,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,98.7,5669.5,False,3.29
1428-GTBJJ,True,False,False,False,11,True,Não,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,74.55,824.75,True,2.485
1428-IEDPR,False,False,False,False,52,True,Sim,Fibra Ótica,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,True,Cheque eletrônico,109.3,5731.4,True,3.643333333333333
1429-UYJSV,False,False,False,False,12,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,19.7,260.9,False,0.6566666666666666
1430-SFQSA,False,False,False,False,29,False,Sem serviço telefónico,DSL,Sim,Não,Não,Sim,Não,Não,Anual,False,Cheque,35.6,1072.6,True,1.1866666666666668
1431-AIDJQ,False,False,True,True,33,True,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,False,Cartão de crédito,82.1,2603.1,True,2.7366666666666664
1431-CYWMH,False,False,True,True,22,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Transferência bancária,19.05,454.05,False,0.635
1432-FPAXX,True,False,False,False,29,False,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,30.6,856.35,False,1.02
1436-ZMJAN,False,False,True,False,10,True,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cartão de crédito,67.8,653.15,False,2.26
1439-LCGVL,False,False,True,False,26,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,False,Cheque,19.2,459.6,False,0.64
1442-BQPVU,False,False,False,False,13,False,Sem serviço telefónico,DSL,Não,Sim,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,29.15,357.15,False,0.9716666666666666
1442-OKRJE,False,False,True,True,66,True,Não,Fibra Ótica,Sim,Sim,Sim,Não,Sim,Sim,Anual,True,Transferência bancária,103.15,7031.3,True,3.4383333333333335
1444-VVSGW,True,False,True,False,70,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,False,Cartão de crédito,115.65,7968.85,True,3.855
1447-GIQMR,True,False,True,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,69.15,69.15,True,2.305
1447-PJGGA,True,False,False,False,57,True,Não,Fibra Ótica,Não,Não,Sim,Não,Sim,Sim,Dois anos,True,Cheque eletrônico,95.25,5464.65,False,3.175
1448-CYWKC,False,False,True,True,58,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Anual,True,Cartão de crédito,105.2,6225.4,False,3.506666666666667
1448-PWKYE,True,False,True,True,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Não,Sim,Mensal,False,Cheque eletrônico,80.0,80.0,True,2.6666666666666665
1449-XQEMT,True,False,False,False,3,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque,19.8,58.15,True,0.66
1450-GALXR,True,False,False,False,10,True,Sim,Fibra Ótica,Não,Não,Não,Sim,Sim,Sim,Mensal,True,Cheque eletrônico,98.5,1058.25,False,3.283333333333333
1450-SKCVI,True,False,False,False,56,True,Não,Fibra Ótica,Não,Sim,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,73.85,4092.85,False,2.4616666666666664
1452-KIOVK,False,False,False,True,22,True,Sim,Fibra Ótica,Não,Sim,Não,Não,Sim,Não,Mensal,True,Cartão de crédito,89.1,1949.4,True,2.9699999999999998
1452-UZOSF,False,False,True,True,72,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,True,Cartão de crédito,106.1,7548.6,True,3.5366666666666666
1452-VOQCH,False,False,False,False,1,True,Sim,Fibra Ótica,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque eletrônico,75.1,75.1,True,2.503333333333333
1452-XRSJV,False,False,True,True,39,True,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,False,Cartão de crédito,51.05,2066.0,False,1.7016666666666667
1453-RZFON,False,False,False,True,1,True,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,False,Cheque,49.9,49.9,False,1.6633333333333333
1455-ESIQH,True,False,False,False,1,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,89.1,89.1,True,2.9699999999999998
1455-HFBXA,False,False,True,False,52,True,Sim,Fibra Ótica,Sim,Não,Sim,Sim,Não,Não,Dois anos,True,Cartão de crédito,91.6,4627.8,True,3.0533333333333332
1455-UGQVH,True,False,True,False,10,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,98.5,1037.75,True,3.283333333333333
1456-TWCGB,False,False,False,False,4,True,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,False,Cheque,49.25,208.45,True,1.6416666666666666
1459-QNFQT,False,False,True,True,70,False,Sem serviço telefónico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,False,Transferência bancária,59.5,4144.8,True,1.9833333333333334
1460-UZPRJ,False,False,True,False,60,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,19.95,1258.15,True,0.6649999999999999
1465-LNTLJ,False,True,True,False,8,True,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Mensal,True,Cartão de crédito,64.4,581.7,True,2.146666666666667
1465-VINDH,True,False,True,True,10,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cartão de crédito,102.1,1068.85,False,3.4033333333333333
1465-WCZVT,False,False,True,True,3,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,19.65,60.65,False,0.6549999999999999
1468-DEFNC,False,True,True,True,64,True,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,True,Transferência bancária,24.4,1548.65,True,0.8133333333333332
1469-LBJQJ,False,False,True,False,66,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Sim,Mensal,True,Cheque eletrônico,105.2,6936.85,False,3.506666666666667
1470-PSXNM,False,False,True,True,49,True,Sim,Fibra Ótica,Não,Sim,Sim,Não,Sim,Não,Anual,True,Cheque eletrônico,93.65,4520.15,True,3.121666666666667
1471-GIQKQ,False,False,False,False,1,True,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,49.95,49.95,False,1.665
1472-TNCWL,False,False,False,True,36,True,Não,Fibra Ótica,Não,Sim,Não,Não,Sim,Sim,Mensal,True,Cheque eletrônico,94.7,3512.5,True,3.1566666666666667
1474-JUWSM,False,False,True,False,58,True,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,True,Cheque eletrônico,68.4,3972.25,False,2.2800000000000002
1475-VWVDO,False,False,False,False,7,True,Não,Fibra Ótica,Não,Não,Sim,Não,Não,Não,Mensal,True,Cheque eletrônico,74.9,490.55,True,2.496666666666667
1478-VPOAD,False,False,False,False,1,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque eletrônico,43.8,43.8,False,1.46
1480-BKXGA,False,True,True,False,72,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Transferência bancária,116.05,8404.9,True,3.868333333333333
1480-IVEVR,False,True,True,False,35,True,Sim,Fibra Ótica,Não,Não,Sim,Não,Não,Não,Anual,True,Transferência bancária,81.6,2815.25,True,2.7199999999999998
1481-ZUWZA,True,False,False,False,28,True,Sim,Fibra Ótica,Sim,Sim,Não,Não,Não,Sim,Mensal,True,Cartão de crédito,94.5,2659.4,True,3.15
1482-OXZSY,False,False,False,False,30,True,Sim,Fibra Ótica,Sim,Não,Não,Não,Sim,Sim,Mensal,True,Transferência bancária,100.4,2936.25,True,3.3466666666666667
1485-YDHMM,False,False,True,True,52,True,Sim,Fibra Ótica,Não,Sim,Não,Sim,Não,Sim,Mensal,True,Transferência bancária,93.25,4631.7,True,3.1083333333333334
1488-PBLJN,False,False,True,True,72,True,Sim,Fibra Ótica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Transferência bancária,116.85,8477.7,False,3.895
1488-SYSFC,False,False,True,True,31,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Cheque eletrônico,20.65,702.05,True,0.6883333333333332
1492-KGETH,False,False,True,True,70,True,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,False,Transferência bancária,78.35,5445.95,True,2.6116666666666664
1492-QGCLU,False,False,True,True,53,True,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Mensal,False,Cheque eletrônico,85.7,4616.1,True,2.856666666666667
1493-AMTIE,True,False,False,False,1,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,True,Transferência bancária,20.2,20.2,True,0.6733333333333333
1494-EJZDW,False,False,True,True,10,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Dois anos,False,Cheque,20.15,220.8,False,0.6716666666666666
1496-GGSUK,True,True,False,False,1,False,Sem serviço telefónico,DSL,Não,Não,Não,Não,Não,Não,Mensal,True,Cheque,25.7,25.7,False,0.8566666666666667
1498-DQNRX,False,False,True,False,29,True,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,False,Cheque,19.85,573.05,False,0.6616666666666667
1498-NHTLT,False,False,True,True,59,True,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,True,Cheque eletrônico,86.75,5186.0,True,2.8916666666666666
1501-SGHBW,True,False,False,False,2,True,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,False,Cheque,45.85,81.0,True,1.5283333333333333
1502-XFCVR,True,False,False,False,58,True,Não,Fibra Ótica,Sim,Sim,Sim,Não,Sim,Sim,Anual,True,Cheque eletrônico,106.45,6145.85,False,3.5483333333333333
1506-YJTYT,False,False,True,True,45,True,Sim,DSL,Sim,Sim,Não,Sim,Sim,Não,Dois anos,False,Cartão de crédito,73.85,3371.0,True,2.4616666666666664
1508-DFXCU,False,False,False,False,12,True,Não,Fibra Ótica,Não,Não,Não,Não,Sim,Não,Mensal,True,Cheque eletrônico,81.45,912.0,True,2.7150000000000003
